Campaign Name,Ad Name,Amount Spent,Reach,Impressions,Clicks (All),Results,Day,Ad Set Name
engajamento serra,video bolinho,"9,45",1227,1424,12,456,2021-11-05,engajamento
trafego guanambi,video bolinho,"3,83",656,708,16,13,2021-11-06,publico geral - video bolinho
Engajamento Carinhanha,video bolinho,"3,41",827,892,4,238,2021-11-06,carinhanha
Engajamento Carinhanha,foto salgados mini,"0,01",5,5,0,,2021-11-06,carinhanha
Engajamento Guanambi,video saia da rotina,"1,78",748,767,7,188,2021-11-06,Guanambi
Engajamento Guanambi,BOLINHO VIDEO,"1,08",438,443,0,147,2021-11-06,Guanambi
engajamento serra,video bolinho,"8,98",1363,1586,14,464,2021-11-06,engajamento
trafego guanambi,video bolinho,"4,75",891,961,15,9,2021-11-08,publico geral - video bolinho
Engajamento Carinhanha,video bolinho,"3,3",654,710,8,242,2021-11-08,carinhanha
Engajamento Carinhanha,foto salgados mini,"0,04",9,10,0,,2021-11-08,carinhanha
Engajamento Guanambi,video saia da rotina,"2,47",945,992,5,300,2021-11-08,Guanambi
Engajamento Guanambi,BOLINHO VIDEO,"0,65",186,187,0,71,2021-11-08,Guanambi
engajamento serra,video bolinho,"9,11",1351,1599,16,522,2021-11-08,engajamento
trafego guanambi,video bolinho,"5,48",869,928,25,18,2021-11-09,publico geral - video bolinho
Engajamento Carinhanha,video bolinho,"3,46",613,665,6,211,2021-11-09,carinhanha
Engajamento Carinhanha,foto salgados mini,"0,01",9,10,1,2,2021-11-09,carinhanha
Engajamento Guanambi,video saia da rotina,"3,22",1122,1164,4,326,2021-11-09,Guanambi
Engajamento Guanambi,BOLINHO VIDEO,"0,91",218,222,1,88,2021-11-09,Guanambi
engajamento serra,video bolinho,"9,49",1326,1543,18,491,2021-11-09,engajamento
TRAFEGO CARINHANHA,video,"8,7",793,994,31,20,2021-11-10,publico geral cnn — Cópia
trafego guanambi,video bolinho,"4,54",306,323,20,19,2021-11-10,publico geral - video bolinho
Engajamento Carinhanha,video bolinho,"3,41",501,551,6,196,2021-11-10,carinhanha
Engajamento Carinhanha,foto salgados mini,"0,05",8,8,0,1,2021-11-10,carinhanha
Engajamento Guanambi,video saia da rotina,"2,02",691,714,3,210,2021-11-10,Guanambi
Engajamento Guanambi,BOLINHO VIDEO,"0,79",190,195,0,76,2021-11-10,Guanambi
engajamento serra,video bolinho,"8,6",1057,1218,13,417,2021-11-10,engajamento
trafego guanambi,video delivery,"8,6",947,1084,34,26,2021-11-10,publico geral - video
TRAFEGO CARINHANHA,video,"9,32",836,1069,34,21,2021-11-11,publico geral cnn — Cópia
trafego guanambi,video bolinho,"4,16",294,316,22,19,2021-11-11,publico geral - video bolinho
Engajamento Carinhanha,video bolinho,"3,43",449,484,2,179,2021-11-11,carinhanha
Engajamento Carinhanha,foto salgados mini,"0,02",5,5,0,,2021-11-11,carinhanha
Engajamento Guanambi,video saia da rotina,"2,7",884,906,1,263,2021-11-11,Guanambi
Engajamento Guanambi,BOLINHO VIDEO,"0,69",151,155,2,57,2021-11-11,Guanambi
engajamento serra,video bolinho,"10,54",1113,1294,13,479,2021-11-11,engajamento
trafego guanambi,video delivery,"8,35",866,1015,35,23,2021-11-11,publico geral - video
TRAFEGO CARINHANHA,video,"2,89",339,379,5,4,2021-11-12,publico geral cnn — Cópia
trafego guanambi,video bolinho,"4,86",535,574,15,11,2021-11-12,publico geral - video bolinho
Engajamento Carinhanha,video bolinho,"3,53",405,432,0,191,2021-11-12,carinhanha
Engajamento Guanambi,video saia da rotina,"2,84",897,925,7,271,2021-11-12,Guanambi
Engajamento Guanambi,BOLINHO VIDEO,"0,84",166,171,2,68,2021-11-12,Guanambi
engajamento serra,video bolinho,"10,31",1049,1200,8,455,2021-11-12,engajamento
trafego guanambi,video delivery,"8,65",961,1076,37,31,2021-11-12,publico geral - video
trafego guanambi,video bolinho,"4,19",476,517,20,18,2021-11-13,publico geral - video bolinho
Engajamento Carinhanha,video bolinho,"3,26",458,489,3,192,2021-11-13,carinhanha
Engajamento Guanambi,video saia da rotina,"2,47",884,906,6,263,2021-11-13,Guanambi
Engajamento Guanambi,BOLINHO VIDEO,"0,83",210,214,1,84,2021-11-13,Guanambi
engajamento serra,video bolinho,"6,89",756,853,12,375,2021-11-13,engajamento
trafego guanambi,video delivery,"7,85",911,1036,29,19,2021-11-13,publico geral - video
trafego guanambi,video bolinho,"4,76",627,682,28,18,2021-11-15,publico geral - video bolinho
Engajamento Carinhanha,video bolinho,"3,45",535,602,6,221,2021-11-15,carinhanha
Engajamento Guanambi,video saia da rotina,"2,72",1089,1107,3,288,2021-11-15,Guanambi
Engajamento Guanambi,BOLINHO VIDEO,"0,76",198,201,1,73,2021-11-15,Guanambi
engajamento serra,video bolinho,"9,95",1345,1612,15,556,2021-11-15,engajamento
trafego guanambi,video delivery,"8,61",1237,1433,39,21,2021-11-15,publico geral - video
trafego guanambi,video bolinho,"4,82",543,588,16,13,2021-11-16,publico geral - video bolinho
Engajamento Carinhanha,video bolinho,"3,7",535,585,4,238,2021-11-16,carinhanha
Engajamento Guanambi,video saia da rotina,"2,3",938,953,5,263,2021-11-16,Guanambi
Engajamento Guanambi,BOLINHO VIDEO,"1,41",226,241,1,104,2021-11-16,Guanambi
engajamento serra,video bolinho,"9,41",1111,1311,13,529,2021-11-16,engajamento
trafego guanambi,video delivery,"7,94",1236,1456,33,26,2021-11-16,publico geral - video
trafego guanambi,video bolinho,"4,56",649,706,18,14,2021-11-17,publico geral - video bolinho
Engajamento Carinhanha,video bolinho,"3,59",422,457,3,188,2021-11-17,carinhanha
Engajamento Guanambi,video saia da rotina,"2,33",754,775,1,200,2021-11-17,Guanambi
Engajamento Guanambi,BOLINHO VIDEO,"1,43",157,163,0,86,2021-11-17,Guanambi
engajamento serra,video bolinho,"9,56",1044,1191,8,393,2021-11-17,engajamento
trafego guanambi,video bolinho,"4,12",575,616,18,15,2021-11-18,publico geral - video bolinho
Engajamento Carinhanha,video bolinho,"3,26",446,488,3,222,2021-11-18,carinhanha
Engajamento Guanambi,video saia da rotina,"2,44",959,976,4,282,2021-11-18,Guanambi
Engajamento Guanambi,BOLINHO VIDEO,"0,91",155,160,0,70,2021-11-18,Guanambi
engajamento serra,video bolinho,"10,5",1125,1303,10,503,2021-11-18,engajamento
trafego guanambi,video bolinho,"3,99",520,560,29,22,2021-11-19,publico geral - video bolinho
Engajamento Carinhanha,video bolinho,"1,35",174,186,1,76,2021-11-19,carinhanha
Engajamento Guanambi,video saia da rotina,"1,19",462,472,1,128,2021-11-19,Guanambi
Engajamento Guanambi,BOLINHO VIDEO,"0,35",54,57,1,28,2021-11-19,Guanambi
engajamento serra,video bolinho,"8,73",885,1020,13,417,2021-11-19,engajamento
trafego guanambi,video delivery,"1,81",239,247,5,2,2021-11-19,publico geral - video
TRAFEGO CARINHANHA,carrossel,"7,45",1109,1443,16,9,2021-11-20,trafego carrossel
trafego guanambi,video bolinho,"4,25",546,586,27,20,2021-11-20,publico geral - video bolinho
engajamento serra,video bolinho,"9,07",865,968,13,360,2021-11-20,engajamento
trafego guanambi,video delivery,"5,39",669,758,27,16,2021-11-20,publico geral - video
TRAFEGO CARINHANHA,carrossel,"7,63",1200,1637,14,8,2021-11-22,trafego carrossel
trafego guanambi,video bolinho,"4,56",635,683,20,17,2021-11-22,publico geral - video bolinho
engajamento serra,video bolinho,"8,76",1121,1274,15,415,2021-11-22,engajamento
trafego guanambi,video delivery,"5,98",796,917,22,11,2021-11-22,publico geral - video
TRAFEGO CARINHANHA,carrossel,"7,79",1087,1439,26,15,2021-11-23,trafego carrossel
trafego guanambi,video bolinho,"4,42",521,557,17,14,2021-11-23,publico geral - video bolinho
engajamento serra,video bolinho,"10,02",981,1116,18,407,2021-11-23,engajamento
trafego guanambi,video delivery,"5,49",715,801,21,16,2021-11-23,publico geral - video
TRAFEGO CARINHANHA,carrossel,"7,65",1110,1428,15,7,2021-11-24,trafego carrossel
trafego guanambi,video bolinho,"4,05",514,557,19,11,2021-11-24,publico geral - video bolinho
engajamento serra,video bolinho,"10,42",884,1017,13,385,2021-11-24,engajamento
trafego guanambi,video delivery,"5,06",660,728,11,6,2021-11-24,publico geral - video
TRAFEGO CARINHANHA,carrossel,"8,07",1134,1408,8,4,2021-11-25,trafego carrossel
trafego guanambi,video bolinho,"3,91",394,417,16,14,2021-11-25,publico geral - video bolinho
engajamento serra,video bolinho,"9,41",812,913,7,349,2021-11-25,engajamento
trafego guanambi,video delivery,"5,02",598,658,18,9,2021-11-25,publico geral - video
TRAFEGO CARINHANHA,carrossel,"8,46",966,1194,10,7,2021-11-26,trafego carrossel
trafego guanambi,video bolinho,"3,7",336,351,3,3,2021-11-26,publico geral - video bolinho
engajamento serra,video bolinho,"9,75",675,745,17,316,2021-11-26,engajamento
trafego guanambi,video delivery,"4,99",531,570,16,8,2021-11-26,publico geral - video
TRAFEGO CARINHANHA,carrossel,"7,78",1141,1380,18,14,2021-11-27,trafego carrossel
trafego guanambi,video bolinho,"4,56",450,479,11,10,2021-11-27,publico geral - video bolinho
engajamento serra,video bolinho,"0,13",22,22,0,3,2021-11-27,engajamento
trafego guanambi,video delivery,"5,95",736,808,20,13,2021-11-27,publico geral - video
TRAFEGO CARINHANHA,carrossel,"7,71",1376,1789,12,8,2021-11-29,trafego carrossel
trafego guanambi,video bolinho,"4,56",545,584,14,9,2021-11-29,publico geral - video bolinho
trafego guanambi,video delivery,"5,59",888,982,17,10,2021-11-29,publico geral - video
TRAFEGO CARINHANHA,carrossel,"7,46",1329,1692,14,8,2021-11-30,trafego carrossel
trafego guanambi,video bolinho,"2,9",418,446,17,10,2021-11-30,publico geral - video bolinho
trafego guanambi,video delivery,"4,72",841,914,35,23,2021-11-30,publico geral - video
TRAFEGO CARINHANHA,carrossel,"2,58",468,526,5,4,2021-12-02,trafego carrossel
trafego guanambi,video delivery,"1,18",150,155,3,,2021-12-02,publico geral - video
TRAFEGO CARINHANHA,carrossel,"4,58",879,1085,18,10,2021-12-03,trafego carrossel
trafego guanambi,video delivery,"3,99",595,648,11,9,2021-12-03,publico geral - video
TRAFEGO SERRA,VIDEO DELIVERY,"11,91",1163,1498,36,18,2021-12-03,TRAFEGO SERRA
trafego guanambi,video delivery,"4,42",719,767,13,7,2021-12-04,publico geral - video
TRAFEGO CARINHANHA,carrossel,"5,24",1049,1315,14,10,2021-12-04,trafego carrossel
TRAFEGO SERRA,VIDEO DELIVERY,"12,16",1203,1563,29,22,2021-12-04,TRAFEGO SERRA
trafego guanambi,video delivery,"4,48",741,795,13,7,2021-12-06,publico geral - video
TRAFEGO CARINHANHA,carrossel,"5,57",1195,1515,20,15,2021-12-06,trafego carrossel
TRAFEGO SERRA,VIDEO DELIVERY,"13,31",1304,1665,36,24,2021-12-06,TRAFEGO SERRA
trafego guanambi,video delivery,"3,94",582,642,10,5,2021-12-07,publico geral - video
TRAFEGO CARINHANHA,carrossel,"5,66",1033,1377,14,7,2021-12-07,trafego carrossel
TRAFEGO SERRA,VIDEO DELIVERY,"11,94",1066,1328,35,24,2021-12-07,TRAFEGO SERRA
trafego guanambi,video delivery,"4,09",551,604,15,11,2021-12-08,publico geral - video
TRAFEGO CARINHANHA,carrossel,"4,59",822,1061,7,2,2021-12-08,trafego carrossel
TRAFEGO SERRA,VIDEO DELIVERY,"11,2",1006,1235,23,14,2021-12-08,TRAFEGO SERRA
TRAFEGO SERRA,VIDEO DELIVERY,"8,67",671,842,21,13,2021-12-09,TRAFEGO SERRA
trafego guanambi,video bolinho 2,"5,16",415,493,17,10,2021-12-09,publico geral - video
trafego guanambi,video churros,"5,37",705,814,25,11,2021-12-09,publico geral - video
TRAFEGO SERRA,bolinho 2 serra,"3,49",225,262,5,3,2021-12-09,TRAFEGO SERRA
TRAFEGO SERRA,churros serra,"3,13",275,328,8,4,2021-12-09,TRAFEGO SERRA
TRAFEGO CARINHANHA,bolinho 2 cnn,"2,29",181,206,7,3,2021-12-09,video
TRAFEGO CARINHANHA,churros 2 cnn,"2,22",163,174,9,3,2021-12-09,video
TRAFEGO SERRA,VIDEO DELIVERY,"2,1",208,229,5,4,2021-12-10,TRAFEGO SERRA
trafego guanambi,video bolinho 2,"3,46",324,357,13,10,2021-12-10,publico geral - video
trafego guanambi,video churros,"9,3",1195,1388,44,29,2021-12-10,publico geral - video
TRAFEGO SERRA,bolinho 2 serra,"3,24",258,288,9,6,2021-12-10,TRAFEGO SERRA
TRAFEGO SERRA,churros serra,"7,68",861,1086,42,25,2021-12-10,TRAFEGO SERRA
TRAFEGO CARINHANHA,bolinho 2 cnn,"2,27",221,256,12,9,2021-12-10,video
TRAFEGO CARINHANHA,churros 2 cnn,"5,53",701,839,46,24,2021-12-10,video
TRAFEGO SERRA,VIDEO DELIVERY,"0,73",64,66,2,2,2021-12-11,TRAFEGO SERRA
trafego guanambi,video bolinho 2,"2,84",256,289,16,13,2021-12-11,publico geral - video
trafego guanambi,video churros,"9,21",1372,1559,45,24,2021-12-11,publico geral - video
TRAFEGO SERRA,bolinho 2 serra,"3,12",247,277,15,9,2021-12-11,TRAFEGO SERRA
TRAFEGO SERRA,churros serra,"8,77",1165,1399,48,19,2021-12-11,TRAFEGO SERRA
TRAFEGO CARINHANHA,bolinho 2 cnn,"1,53",152,172,11,11,2021-12-11,video
TRAFEGO CARINHANHA,churros 2 cnn,"4,76",690,805,35,19,2021-12-11,video
TRAFEGO SERRA,VIDEO DELIVERY,"0,65",61,67,4,3,2021-12-13,TRAFEGO SERRA
trafego guanambi,video bolinho 2,"5,84",659,754,27,20,2021-12-13,publico geral - video
trafego guanambi,video churros,"6,8",1302,1421,38,11,2021-12-13,publico geral - video
TRAFEGO SERRA,bolinho 2 serra,"5,29",422,482,28,20,2021-12-13,TRAFEGO SERRA
TRAFEGO SERRA,churros serra,"6,26",968,1121,23,12,2021-12-13,TRAFEGO SERRA
TRAFEGO CARINHANHA,bolinho 2 cnn,"3,54",387,452,18,10,2021-12-13,video
TRAFEGO CARINHANHA,churros 2 cnn,"4,05",713,816,21,7,2021-12-13,video
TRAFEGO SERRA,VIDEO DELIVERY,"0,84",55,60,5,2,2021-12-14,TRAFEGO SERRA
trafego guanambi,video bolinho 2,"6,24",671,787,24,17,2021-12-14,publico geral - video
trafego guanambi,video churros,"5,5",1001,1101,39,22,2021-12-14,publico geral - video
TRAFEGO SERRA,bolinho 2 serra,6,487,568,12,8,2021-12-14,TRAFEGO SERRA
TRAFEGO SERRA,churros serra,"6,14",882,1010,35,18,2021-12-14,TRAFEGO SERRA
TRAFEGO CARINHANHA,bolinho 2 cnn,"3,63",383,446,11,9,2021-12-14,video
TRAFEGO CARINHANHA,churros 2 cnn,"3,48",555,636,26,15,2021-12-14,video
TRAFEGO SERRA,VIDEO DELIVERY,"1,52",106,118,2,2,2021-12-15,TRAFEGO SERRA
trafego guanambi,video bolinho 2,"5,87",627,725,23,20,2021-12-15,publico geral - video
trafego guanambi,video churros,"5,57",1021,1113,16,6,2021-12-15,publico geral - video
TRAFEGO SERRA,bolinho 2 serra,"5,18",449,505,10,4,2021-12-15,TRAFEGO SERRA
TRAFEGO SERRA,churros serra,"5,88",820,908,24,13,2021-12-15,TRAFEGO SERRA
TRAFEGO CARINHANHA,bolinho 2 cnn,"3,64",381,442,14,5,2021-12-15,video
TRAFEGO CARINHANHA,churros 2 cnn,"3,44",561,614,15,6,2021-12-15,video
TRAFEGO SERRA,VIDEO DELIVERY,"1,56",127,143,3,1,2021-12-16,TRAFEGO SERRA
trafego guanambi,video bolinho 2,"5,09",564,631,23,18,2021-12-16,publico geral - video
trafego guanambi,video churros,"7,26",1157,1265,36,23,2021-12-16,publico geral - video
TRAFEGO SERRA,bolinho 2 serra,"4,53",378,420,20,13,2021-12-16,TRAFEGO SERRA
TRAFEGO SERRA,churros serra,"6,38",890,1015,28,16,2021-12-16,TRAFEGO SERRA
TRAFEGO CARINHANHA,bolinho 2 cnn,"2,75",322,376,13,11,2021-12-16,video
TRAFEGO CARINHANHA,churros 2 cnn,"4,63",656,753,32,15,2021-12-16,video
TRAFEGO SERRA,VIDEO DELIVERY,"1,76",127,151,5,4,2021-12-17,TRAFEGO SERRA
trafego guanambi,video bolinho 2,"5,36",571,634,17,12,2021-12-17,publico geral - video
trafego guanambi,video churros,"5,87",1025,1093,28,16,2021-12-17,publico geral - video
TRAFEGO SERRA,bolinho 2 serra,"4,62",404,455,13,6,2021-12-17,TRAFEGO SERRA
TRAFEGO SERRA,churros serra,"5,2",788,891,20,9,2021-12-17,TRAFEGO SERRA
TRAFEGO CARINHANHA,bolinho 2 cnn,"3,48",333,387,16,8,2021-12-17,video
TRAFEGO CARINHANHA,churros 2 cnn,"3,16",516,570,15,8,2021-12-17,video
TRAFEGO SERRA,VIDEO DELIVERY,"1,22",91,102,3,2,2021-12-18,TRAFEGO SERRA
trafego guanambi,video bolinho 2,"5,06",586,660,22,15,2021-12-18,publico geral - video
trafego guanambi,video churros,"5,99",1155,1238,34,18,2021-12-18,publico geral - video
TRAFEGO SERRA,bolinho 2 serra,"4,33",437,507,12,6,2021-12-18,TRAFEGO SERRA
TRAFEGO SERRA,churros serra,"6,01",876,985,26,15,2021-12-18,TRAFEGO SERRA
TRAFEGO CARINHANHA,bolinho 2 cnn,"3,21",376,444,13,7,2021-12-18,video
TRAFEGO CARINHANHA,churros 2 cnn,"3,29",612,665,18,9,2021-12-18,video
TRAFEGO SERRA,VIDEO DELIVERY,"0,67",70,77,1,,2021-12-20,TRAFEGO SERRA
trafego guanambi,video bolinho 2,"4,02",443,494,20,13,2021-12-20,publico geral - video
trafego guanambi,video churros,"8,95",1852,2053,44,27,2021-12-20,publico geral - video
TRAFEGO SERRA,bolinho 2 serra,"1,83",185,200,6,5,2021-12-20,TRAFEGO SERRA
TRAFEGO SERRA,churros serra,"6,06",1038,1172,27,14,2021-12-20,TRAFEGO SERRA
TRAFEGO CARINHANHA,bolinho 2 cnn,"2,22",260,285,11,4,2021-12-20,video
TRAFEGO CARINHANHA,churros 2 cnn,"5,49",1014,1172,48,27,2021-12-20,video
trafego guanambi,video bolinho 2,"4,47",600,664,37,22,2021-12-21,publico geral - video
trafego guanambi,video churros,"7,31",1638,1770,47,28,2021-12-21,publico geral - video
TRAFEGO CARINHANHA,bolinho 2 cnn,"2,94",353,391,12,8,2021-12-21,video
TRAFEGO CARINHANHA,churros 2 cnn,"4,65",895,1008,29,14,2021-12-21,video
trafego guanambi,video bolinho 2,"4,71",602,665,27,21,2021-12-22,publico geral - video
trafego guanambi,video churros,"6,81",1450,1562,38,18,2021-12-22,publico geral - video
TRAFEGO CARINHANHA,bolinho 2 cnn,"2,9",365,424,14,11,2021-12-22,video
TRAFEGO CARINHANHA,churros 2 cnn,"3,75",691,787,21,11,2021-12-22,video
trafego guanambi,video bolinho 2,"5,44",702,791,28,20,2021-12-23,publico geral - video
trafego guanambi,video churros,"6,08",1256,1357,36,21,2021-12-23,publico geral - video
TRAFEGO CARINHANHA,bolinho 2 cnn,"3,28",447,502,11,8,2021-12-23,video
TRAFEGO CARINHANHA,churros 2 cnn,"3,14",597,656,16,9,2021-12-23,video
trafego guanambi,video bolinho 2,"4,19",596,667,19,16,2021-12-24,publico geral - video
trafego guanambi,video churros,"7,02",1489,1601,42,26,2021-12-24,publico geral - video
TRAFEGO CARINHANHA,bolinho 2 cnn,"2,68",360,407,8,6,2021-12-24,video
TRAFEGO CARINHANHA,churros 2 cnn,"3,58",698,777,21,12,2021-12-24,video
trafego guanambi,video bolinho 2,"3,55",609,661,26,20,2021-12-25,publico geral - video
trafego guanambi,video churros,"6,68",2051,2251,58,31,2021-12-25,publico geral - video
TRAFEGO CARINHANHA,bolinho 2 cnn,"2,59",395,442,17,9,2021-12-25,video
TRAFEGO CARINHANHA,churros 2 cnn,"4,11",1103,1248,16,8,2021-12-25,video
trafego guanambi,video bolinho 2,"4,26",925,1064,25,15,2021-12-27,publico geral - video
trafego guanambi,video churros,"6,92",2359,2567,48,28,2021-12-27,publico geral - video
TRAFEGO CARINHANHA,bolinho 2 cnn,"3,37",596,703,19,14,2021-12-27,video
TRAFEGO CARINHANHA,churros 2 cnn,"4,51",1285,1526,33,20,2021-12-27,video
trafego guanambi,video bolinho 2,"4,66",800,886,26,18,2021-12-28,publico geral - video
trafego guanambi,video churros,"7,96",2336,2514,55,29,2021-12-28,publico geral - video
TRAFEGO CARINHANHA,bolinho 2 cnn,"3,03",511,561,14,8,2021-12-28,video
TRAFEGO CARINHANHA,churros 2 cnn,"4,24",1083,1222,23,15,2021-12-28,video
trafego guanambi,video bolinho 2,"4,79",811,897,25,17,2021-12-29,publico geral - video
trafego guanambi,video churros,"5,75",1627,1736,35,14,2021-12-29,publico geral - video
TRAFEGO CARINHANHA,bolinho 2 cnn,"3,23",532,586,19,11,2021-12-29,video
TRAFEGO CARINHANHA,churros 2 cnn,"3,47",814,901,20,13,2021-12-29,video
trafego guanambi,video bolinho 2,"4,11",727,781,22,14,2021-12-30,publico geral - video
trafego guanambi,video churros,"6,37",1910,2034,49,27,2021-12-30,publico geral - video
TRAFEGO CARINHANHA,bolinho 2 cnn,"2,7",509,564,9,5,2021-12-30,video
TRAFEGO CARINHANHA,churros 2 cnn,"3,02",793,859,14,4,2021-12-30,video
trafego guanambi,video bolinho 2,"3,2",646,693,14,10,2021-12-31,publico geral - video
trafego guanambi,video churros,"4,86",1547,1636,19,11,2021-12-31,publico geral - video
TRAFEGO CARINHANHA,bolinho 2 cnn,"2,91",493,543,10,8,2021-12-31,video
TRAFEGO CARINHANHA,churros 2 cnn,"3,42",941,1048,11,7,2021-12-31,video
TRAFEGO CARINHANHA,bolinho 2 cnn,"2,83",685,784,13,9,2022-01-01,video
TRAFEGO CARINHANHA,churros 2 cnn,"3,91",1511,1769,37,17,2022-01-01,video
TRAFEGO CARINHANHA,bolinho 2 cnn,"2,77",650,745,18,10,2022-01-03,video
TRAFEGO CARINHANHA,churros 2 cnn,"4,64",1859,2267,33,20,2022-01-03,video
trafego guanambi,video bolinho 2,"0,58",138,143,5,3,2022-01-04,publico geral - video
trafego guanambi,video churros,"3,69",1192,1259,37,21,2022-01-04,publico geral - video
TRAFEGO CARINHANHA,bolinho 2 cnn,"1,72",446,490,16,8,2022-01-04,video
TRAFEGO CARINHANHA,churros 2 cnn,"1,85",677,738,21,12,2022-01-04,video
trafego guanambi,video bolinho 2,"1,7",435,474,12,9,2022-01-05,publico geral - video
trafego guanambi,video churros,"2,45",987,1051,19,11,2022-01-05,publico geral - video
TRAFEGO CARINHANHA,bolinho 2 cnn,"1,8",427,472,9,7,2022-01-05,video
TRAFEGO CARINHANHA,churros 2 cnn,"1,97",798,890,22,16,2022-01-05,video
trafego guanambi,video bolinho 2,"1,77",420,448,13,8,2022-01-06,publico geral - video
trafego guanambi,video churros,"2,5",1105,1150,28,16,2022-01-06,publico geral - video
TRAFEGO CARINHANHA,bolinho 2 cnn,"1,59",344,381,12,8,2022-01-06,video
TRAFEGO CARINHANHA,churros 2 cnn,"1,94",748,845,12,8,2022-01-06,video
trafego guanambi,video bolinho 2,"2,11",426,450,14,9,2022-01-07,publico geral - video
trafego guanambi,video churros,"2,27",860,920,17,12,2022-01-07,publico geral - video
TRAFEGO CARINHANHA,bolinho 2 cnn,"1,84",313,351,8,6,2022-01-07,video
TRAFEGO CARINHANHA,churros 2 cnn,"2,06",728,800,12,4,2022-01-07,video
trafego guanambi,video bolinho 2,"2,35",479,513,18,13,2022-01-08,publico geral - video
trafego guanambi,video churros,"2,19",864,911,27,20,2022-01-08,publico geral - video
TRAFEGO CARINHANHA,bolinho 2 cnn,"1,75",362,410,8,7,2022-01-08,video
TRAFEGO CARINHANHA,churros 2 cnn,"2,09",702,779,24,13,2022-01-08,video
trafego guanambi,video bolinho 2,"2,36",581,648,27,21,2022-01-10,publico geral - video
trafego guanambi,video churros,"2,29",982,1039,36,25,2022-01-10,publico geral - video
TRAFEGO CARINHANHA,bolinho 2 cnn,"1,95",401,451,12,7,2022-01-10,video
TRAFEGO CARINHANHA,churros 2 cnn,"1,73",700,783,21,16,2022-01-10,video
trafego guanambi,video bolinho 2,"2,03",472,503,17,14,2022-01-11,publico geral - video
trafego guanambi,video churros,"2,43",896,953,33,18,2022-01-11,publico geral - video
TRAFEGO CARINHANHA,bolinho 2 cnn,"1,67",368,407,6,4,2022-01-11,video
TRAFEGO CARINHANHA,churros 2 cnn,"2,06",674,748,14,6,2022-01-11,video
trafego guanambi,video bolinho 2,"1,31",228,234,9,7,2022-01-12,publico geral - video
trafego guanambi,video churros,"4,67",976,1050,37,27,2022-01-12,publico geral - video
TRAFEGO CARINHANHA,bolinho 2 cnn,"1,48",284,310,10,10,2022-01-12,video
TRAFEGO CARINHANHA,churros 2 cnn,"2,19",601,664,21,16,2022-01-12,video
trafego guanambi,foto churros,"0,12",46,51,0,,2022-01-12,publico geral - video
trafego guanambi,video bolinho 2,"1,74",329,358,8,5,2022-01-13,publico geral - video
trafego guanambi,video churros,"5,25",1405,1530,43,29,2022-01-13,publico geral - video
TRAFEGO CARINHANHA,bolinho 2 cnn,"1,52",284,309,8,5,2022-01-13,video
TRAFEGO CARINHANHA,churros 2 cnn,"2,02",569,626,13,6,2022-01-13,video
trafego guanambi,foto churros,"0,04",16,17,2,1,2022-01-13,publico geral - video
trafego guanambi,video bolinho 2,"2,54",414,442,23,18,2022-01-14,publico geral - video
trafego guanambi,video churros,"4,68",1217,1312,28,16,2022-01-14,publico geral - video
TRAFEGO CARINHANHA,bolinho 2 cnn,"1,47",233,259,12,10,2022-01-14,video
TRAFEGO CARINHANHA,churros 2 cnn,"1,95",548,602,20,17,2022-01-14,video
trafego guanambi,foto churros,"0,11",54,56,1,,2022-01-14,publico geral - video
trafego guanambi,video bolinho 2,"3,35",608,675,23,20,2022-01-15,publico geral - video
trafego guanambi,video churros,"4,53",1199,1282,37,25,2022-01-15,publico geral - video
TRAFEGO CARINHANHA,bolinho 2 cnn,"1,61",286,315,11,8,2022-01-15,video
TRAFEGO CARINHANHA,churros 2 cnn,"1,68",469,510,12,7,2022-01-15,video
trafego guanambi,foto churros,"0,16",76,85,2,1,2022-01-15,publico geral - video
trafego guanambi,video bolinho 2,"3,44",817,892,28,21,2022-01-17,publico geral - video
trafego guanambi,video churros,"4,26",1438,1561,36,21,2022-01-17,publico geral - video
TRAFEGO CARINHANHA,bolinho 2 cnn,"1,93",413,454,8,6,2022-01-17,video
TRAFEGO CARINHANHA,churros 2 cnn,"2,09",731,830,16,9,2022-01-17,video
trafego guanambi,foto churros,"0,15",59,67,0,,2022-01-17,publico geral - video
trafego guanambi,video bolinho 2,"2,98",672,723,20,15,2022-01-18,publico geral - video
trafego guanambi,video churros,"4,38",1333,1458,31,24,2022-01-18,publico geral - video
TRAFEGO CARINHANHA,bolinho 2 cnn,"1,48",294,323,6,5,2022-01-18,video
TRAFEGO CARINHANHA,churros 2 cnn,"1,99",534,589,14,11,2022-01-18,video
trafego guanambi,foto churros,"0,09",28,28,0,,2022-01-18,publico geral - video
trafego guanambi,video bolinho 2,"0,56",116,117,4,3,2022-01-19,publico geral - video
trafego guanambi,video churros,"1,08",375,378,12,9,2022-01-19,publico geral - video
TRAFEGO CARINHANHA,bolinho 2 cnn,"0,44",82,82,1,1,2022-01-19,video
TRAFEGO CARINHANHA,churros 2 cnn,"0,66",235,239,2,1,2022-01-19,video
trafego guanambi,foto churros,"0,03",13,13,0,,2022-01-19,publico geral - video
trafego geral,pastel de queijo video,"10,62",1378,1442,64,55,2022-01-19,trafego geral videos
trafego geral,pastel de queijo video,"21,2",2690,3269,128,95,2022-01-20,trafego geral videos
trafego geral,pastel de queijo video,21,2891,3351,131,83,2022-01-21,trafego geral videos
